Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,25,OKC,19,2,20.4,2.1,5.9,.354,1.6,4.7,.333,0.5,1.2,.435,.487,0.4,0.5,.889,0.2,1.4,1.5,0.8,0.6,0.2,0.5,1.8,6.2
2,Jaylen Adams\adamsja01,PG,22,ATL,4,0,3.3,0.3,1.0,.250,0.3,1.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.3,0.0,0.0,0.8
3,Steven Adams\adamsst01,C,25,OKC,21,21,33.7,6.2,10.5,.595,0.0,0.0,,6.2,10.5,.595,.595,2.4,4.2,.562,4.7,5.5,10.2,1.7,1.5,1.0,1.4,2.3,14.9
4,Bam Adebayo\adebaba01,C,21,MIA,23,1,19.1,2.7,5.0,.539,0.0,0.1,.000,2.7,4.9,.554,.539,2.1,3.0,.700,2.1,4.7,6.9,1.3,0.7,0.9,1.2,2.4,7.5
5,DeVaughn Akoon-Purcell\akoonde01,SG,25,DEN,6,0,3.5,0.5,1.7,.300,0.0,0.7,.000,0.5,1.0,.500,.300,0.2,0.3,.500,0.2,0.5,0.7,1.0,0.3,0.0,0.2,0.7,1.2
6,LaMarcus Aldridge\aldrila01,C,33,SAS,24,24,33.8,7.1,15.8,.451,0.0,0.4,.000,7.1,15.4,.462,.451,3.9,4.8,.825,3.5,6.6,10.2,2.4,0.4,1.2,2.1,1.8,18.2
7,Grayson Allen\allengr01,SG,23,UTA,14,1,10.5,1.4,3.9,.345,0.7,2.5,.286,0.6,1.4,.450,.436,1.1,1.6,.696,0.1,0.1,0.2,0.4,0.1,0.0,0.7,1.1,4.6
8,Jarrett Allen\allenja01,C,20,BRK,23,23,28.1,4.7,7.8,.598,0.1,0.7,.176,4.5,7.0,.642,.606,2.7,4.0,.685,2.9,5.5,8.3,1.6,0.5,1.4,1.3,2.6,12.2
9,Al-Farouq Aminu\aminual01,PF,28,POR,24,24,29.8,3.1,7.1,.433,1.4,4.0,.354,1.7,3.1,.533,.532,1.6,1.8,.864,1.3,6.9,8.2,0.5,1.0,0.4,0.8,2.4,9.2
10,Justin Anderson\anderju01,SG,25,ATL,7,0,9.7,2.1,5.0,.429,0.1,1.9,.077,2.0,3.1,.636,.443,1.1,1.3,.889,0.6,0.9,1.4,0.6,0.7,0.1,0.4,1.4,5.6
11,Kyle Anderson\anderky01,SF,25,MEM,22,19,30.0,2.7,5.7,.476,0.1,0.5,.250,2.6,5.2,.500,.488,0.6,1.2,.538,1.2,5.0,6.3,3.0,1.2,0.7,1.2,2.3,6.2
12,Ryan Anderson\anderry01,PF,30,PHO,15,8,18.5,1.3,4.0,.317,0.5,2.3,.206,0.8,1.7,.462,.375,0.7,0.9,.786,0.9,2.1,3.0,1.1,0.2,0.1,0.8,1.5,3.7
13,Ike Anigbogu\anigbik01,C,20,IND,3,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0.0
14,Giannis Antetokounmpo\antetgi01,PF,24,MIL,21,21,34.1,10.4,18.0,.578,0.3,2.5,.115,10.1,15.6,.651,.586,6.4,9.3,.692,2.6,10.6,13.2,6.0,1.5,1.3,4.3,3.0,27.6
15,Carmelo Anthony\anthoca01,PF,34,HOU,10,2,29.4,4.9,12.1,.405,2.1,6.4,.328,2.8,5.7,.491,.492,1.5,2.2,.682,0.9,4.5,5.4,0.5,0.4,0.7,0.8,3.2,13.4
16,OG Anunoby\anunoog01,SF,21,TOR,19,3,20.9,3.5,7.5,.465,1.2,3.8,.315,2.3,3.6,.623,.546,0.3,0.9,.353,0.6,1.9,2.5,0.5,0.6,0.3,0.7,2.3,8.5
17,Ryan Arcidiacono\arcidry01,PG,24,CHI,24,13,28.6,2.6,5.9,.444,1.8,4.2,.416,0.9,1.7,.512,.592,0.7,0.9,.810,0.1,2.4,2.5,3.8,1.0,0.0,1.0,2.6,7.7
18,Trevor Ariza\arizatr01,SF,33,PHO,22,22,34.1,3.3,8.9,.372,2.0,5.6,.358,1.3,3.3,.397,.485,1.4,1.7,.816,0.6,4.9,5.5,3.3,1.4,0.4,1.6,1.9,10.0
19,D.J. Augustin\augusdj01,PG,31,ORL,24,24,27.3,3.4,7.7,.446,1.6,3.8,.433,1.8,3.9,.457,.552,2.1,2.4,.879,0.5,1.7,2.3,5.4,0.5,0.0,1.2,1.2,10.6
20,Deandre Ayton\aytonde01,C,20,PHO,24,24,31.3,7.0,11.7,.600,0.0,0.1,.000,7.0,11.6,.604,.600,2.0,2.5,.783,2.5,7.7,10.2,2.5,0.6,0.8,1.9,2.9,16.0
21,Dwayne Bacon\bacondw01,SG,23,CHO,14,0,13.3,2.3,4.6,.492,0.6,1.3,.500,1.6,3.4,.489,.562,0.7,0.9,.833,0.1,1.7,1.9,0.9,0.2,0.0,0.5,1.6,5.9
22,Marvin Bagley\baglema01,PF,19,SAC,21,0,24.1,5.0,9.7,.510,0.3,1.1,.304,4.6,8.6,.536,.527,2.7,4.2,.648,2.7,4.1,6.8,0.9,0.5,1.2,1.9,2.0,13.0
23,Ron Baker\bakerro01,SG,25,NYK,10,0,9.8,0.2,1.3,.154,0.0,0.8,.000,0.2,0.5,.400,.154,0.5,0.6,.833,0.1,0.5,0.6,1.0,0.4,0.0,0.3,1.5,0.9
24,Wade Baldwin\baldwwa01,PG,22,POR,8,0,5.6,0.4,1.9,.200,0.1,0.5,.250,0.3,1.4,.182,.233,0.0,0.0,,0.1,0.5,0.6,0.8,0.0,0.0,0.8,0.4,0.9
25,Lonzo Ball\balllo01,PG,21,LAL,23,21,27.2,3.1,7.9,.396,1.3,3.9,.322,1.9,4.0,.467,.475,0.4,0.8,.556,1.0,4.4,5.4,4.4,1.3,0.3,2.0,2.3,8.0
26,Mohamed Bamba\bambamo01,C,20,ORL,24,0,17.0,2.8,5.5,.500,0.5,1.7,.325,2.2,3.8,.576,.549,0.5,0.8,.600,1.4,3.0,4.4,1.0,0.3,1.3,0.7,2.1,6.5
27,J.J. Barea\bareajo01,PG,34,DAL,21,0,19.9,4.4,10.4,.427,0.9,3.0,.281,3.6,7.3,.487,.468,1.7,2.4,.700,0.3,2.1,2.4,5.8,0.7,0.0,1.6,1.5,11.4
28,Harrison Barnes\barneha02,SF,26,DAL,18,18,32.0,6.1,14.7,.413,2.2,5.6,.400,3.8,9.1,.421,.489,3.6,4.5,.790,0.9,3.8,4.8,1.3,0.8,0.3,1.6,1.9,17.9
29,Will Barton\bartowi01,SG,28,DEN,2,2,27.0,6.0,10.5,.571,2.5,4.5,.556,3.5,6.0,.583,.690,2.0,2.0,1.000,0.0,5.0,5.0,3.0,0.5,1.0,1.5,2.5,16.5
30,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,9.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.5,2.0
31,Nicolas Batum\batumni01,SF,30,CHO,23,23,30.2,3.5,7.6,.460,1.2,3.4,.354,2.3,4.1,.547,.540,0.8,1.0,.826,1.2,4.2,5.4,3.3,1.0,0.5,1.9,1.5,9.0
32,Aron Baynes\baynear01,C,32,BOS,20,5,15.2,1.9,4.6,.418,0.6,1.8,.314,1.4,2.8,.482,.478,1.4,1.6,.875,1.7,3.0,4.7,1.3,0.2,0.6,0.7,2.6,5.8
33,Kent Bazemore\bazemke01,SG,29,ATL,24,19,25.8,4.5,10.1,.444,1.2,4.1,.293,3.3,6.0,.549,.504,2.2,2.9,.768,0.6,3.3,4.0,2.0,1.6,1.0,2.0,2.4,12.4
34,Bradley Beal\bealbr01,SG,25,WAS,24,24,35.2,8.0,17.1,.467,2.2,6.8,.325,5.8,10.3,.560,.532,3.7,4.7,.779,0.6,3.8,4.3,4.2,1.1,1.1,2.2,3.2,21.9
35,Malik Beasley\beaslma01,SG,22,DEN,23,0,18.3,3.0,6.3,.479,1.3,3.1,.403,1.7,3.1,.556,.580,0.2,0.3,.833,0.2,2.0,2.2,0.8,0.4,0.1,0.5,1.3,7.5
36,Michael Beasley\beaslmi01,PF,30,LAL,8,0,7.4,2.0,3.6,.552,0.1,0.4,.333,1.9,3.3,.577,.569,0.6,0.8,.833,0.4,1.1,1.5,0.4,0.3,0.0,0.9,1.5,4.8
37,Marco Belinelli\belinma01,SG,32,SAS,23,0,22.0,3.2,9.1,.354,1.5,4.7,.324,1.7,4.4,.386,.438,1.6,1.8,.857,0.2,1.6,1.7,2.0,0.6,0.2,0.7,1.5,9.5
38,Jordan Bell\belljo01,C,24,GSW,24,1,12.3,1.1,2.1,.520,0.0,0.0,.000,1.1,2.0,.531,.520,0.5,0.7,.706,0.8,2.0,2.8,1.3,0.5,0.9,0.5,1.5,2.7
39,DeAndre' Bembry\bembrde01,SG,24,ATL,24,2,22.9,3.1,7.6,.412,0.8,2.4,.328,2.3,5.2,.452,.464,1.3,2.2,.604,0.6,3.9,4.5,2.3,1.3,0.7,1.6,2.3,8.4
40,Dragan Bender\bendedr01,PF,21,PHO,8,0,5.5,0.5,1.5,.333,0.1,0.9,.143,0.4,0.6,.600,.375,0.5,0.5,1.000,0.4,0.9,1.3,0.5,0.0,0.0,0.4,0.8,1.6
41,Davis Bertans\bertada01,PF,26,SAS,22,4,17.1,2.4,5.0,.468,1.5,3.5,.429,0.9,1.5,.559,.617,0.6,0.6,.929,0.5,2.2,2.7,0.9,0.4,0.4,0.5,1.2,6.8
42,Patrick Beverley\beverpa01,PG,30,LAC,23,16,24.3,2.3,6.3,.359,1.1,3.5,.321,1.1,2.8,.406,.448,0.9,1.2,.778,0.7,3.0,3.7,3.8,0.7,0.3,1.0,3.6,6.6
43,Khem Birch\birchkh01,C,26,ORL,7,0,5.7,0.7,1.1,.625,0.0,0.0,,0.7,1.1,.625,.625,0.0,0.0,,0.4,1.1,1.6,0.1,0.6,0.0,0.3,0.6,1.4
44,Bismack Biyombo\biyombi01,C,26,CHO,9,0,8.1,0.8,1.3,.583,0.0,0.0,,0.8,1.3,.583,.583,0.3,0.8,.429,0.6,1.3,1.9,0.2,0.1,1.0,0.3,1.9,1.9
45,Nemanja Bjelica\bjeline01,PF,30,SAC,23,23,24.0,4.2,7.8,.536,1.6,3.2,.493,2.6,4.6,.566,.637,1.0,1.3,.759,1.3,4.3,5.7,2.0,1.0,0.7,1.5,2.8,10.9
46,Antonio Blakeney\blakean01,SG,22,CHI,23,0,17.0,3.8,8.7,.440,1.1,2.5,.448,2.7,6.2,.437,.505,0.9,1.4,.636,0.2,1.8,2.0,0.5,0.3,0.2,0.9,0.8,9.7
47,Eric Bledsoe\bledser01,PG,29,MIL,22,22,29.7,5.9,11.4,.514,1.7,4.8,.362,4.1,6.6,.623,.590,2.1,3.0,.708,1.2,3.3,4.5,6.0,1.3,0.6,2.2,2.4,15.5
48,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,12,1,25.9,5.5,12.3,.449,2.3,5.7,.397,3.3,6.6,.494,.541,2.2,2.3,.929,0.4,2.6,3.0,3.3,0.7,0.1,1.3,2.1,15.4
49,Bojan Bogdanovic\bogdabo02,SF,29,IND,24,24,31.3,5.6,10.6,.531,2.1,4.2,.505,3.5,6.4,.549,.632,2.5,3.2,.792,0.4,3.4,3.8,1.4,0.9,0.0,1.8,1.8,15.9
50,Jonah Bolden\boldejo01,PF,23,PHI,6,0,6.7,0.7,1.8,.364,0.2,1.2,.143,0.5,0.7,.750,.409,0.2,0.3,.500,0.0,1.5,1.5,0.3,0.5,0.2,0.3,1.0,1.7
51,Devin Booker\bookede01,SG,22,PHO,19,19,35.3,8.5,19.3,.439,2.4,7.6,.313,6.1,11.7,.520,.500,4.2,5.0,.842,0.5,3.1,3.6,6.7,1.2,0.1,4.1,3.5,23.5
52,Chris Boucher\bouchch01,PF,26,TOR,3,0,4.0,1.3,2.7,.500,0.3,1.3,.250,1.0,1.3,.750,.563,1.3,2.0,.667,1.0,1.3,2.3,0.0,0.0,1.0,0.0,0.7,4.3
53,Avery Bradley\bradlav01,SG,28,LAC,17,17,28.9,3.4,8.8,.383,0.8,3.0,.275,2.5,5.8,.439,.430,0.3,0.4,.714,0.5,1.5,2.1,1.8,0.8,0.5,1.5,3.1,7.8
54,Mikal Bridges\bridgmi01,SF,22,PHO,24,10,22.0,2.5,6.0,.413,1.0,3.1,.307,1.5,2.8,.529,.493,0.9,1.1,.846,0.4,1.8,2.1,1.1,1.4,0.3,0.8,2.2,6.8
55,Miles Bridges\bridgmi02,SF,20,CHO,22,0,20.6,3.1,6.1,.504,0.9,2.5,.357,2.2,3.6,.608,.578,0.8,1.1,.708,0.7,3.4,4.1,1.0,0.7,0.7,0.5,1.5,7.9
56,Isaiah Briscoe\briscis01,PG,22,ORL,8,0,7.1,0.9,2.0,.438,0.1,0.1,1.000,0.8,1.9,.400,.469,0.1,0.4,.333,0.0,0.5,0.5,1.0,0.0,0.0,0.3,1.0,2.0
57,Ryan Broekhoff\broekry01,SG,28,DAL,11,0,3.7,0.4,1.1,.333,0.3,1.0,.273,0.1,0.1,1.000,.458,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,1.0
58,Malcolm Brogdon\brogdma01,SG,26,MIL,22,22,30.5,6.0,11.4,.524,1.9,3.8,.494,4.1,7.6,.539,.606,1.6,1.7,.973,1.0,3.4,4.4,3.5,0.5,0.2,1.6,1.8,15.4
59,Dillon Brooks\brookdi01,SF,23,MEM,11,0,18.9,2.5,6.0,.409,0.6,1.7,.368,1.8,4.3,.426,.462,1.3,1.6,.778,0.5,1.5,2.1,0.9,0.7,0.4,0.8,2.7,6.8
60,MarShon Brooks\brookma01,SG,30,MEM,19,0,14.1,2.8,6.5,.431,0.6,1.9,.297,2.2,4.5,.488,.476,0.9,1.1,.810,0.5,1.3,1.8,1.0,0.3,0.2,0.9,1.2,7.1
61,Bruce Brown\brownbr01,SG,22,DET,14,3,15.7,1.3,3.5,.367,0.1,0.9,.077,1.2,2.6,.472,.378,1.0,1.4,.737,0.5,1.6,2.1,0.6,0.8,0.3,0.4,2.3,3.6
62,Jaylen Brown\brownja02,SG,22,BOS,19,19,28.1,4.3,10.8,.398,1.0,3.9,.253,3.3,6.9,.481,.444,1.5,2.4,.622,1.2,2.9,4.1,1.3,0.6,0.6,1.4,2.5,11.1
63,Lorenzo Brown\brownlo01,PG,28,TOR,15,0,9.0,1.1,3.0,.378,0.3,1.5,.227,0.8,1.5,.522,.433,0.1,0.1,1.000,0.1,1.1,1.2,1.0,0.4,0.3,0.9,0.9,2.7
64,Sterling Brown\brownst02,SG,23,MIL,14,0,9.2,1.4,2.9,.475,0.4,1.4,.263,1.0,1.5,.667,.538,0.4,0.6,.750,0.5,1.1,1.6,0.6,0.1,0.1,0.6,1.1,3.5
65,Troy Brown\browntr01,SF,19,WAS,11,0,6.2,0.9,2.3,.400,0.2,0.5,.400,0.7,1.8,.400,.440,0.6,0.7,.875,0.2,1.3,1.5,0.7,0.2,0.0,0.3,0.5,2.6
66,Jalen Brunson\brunsja01,PG,22,DAL,19,1,12.1,1.6,4.0,.395,0.4,1.4,.259,1.2,2.6,.469,.441,0.5,0.7,.643,0.2,1.1,1.3,1.3,0.4,0.0,0.6,0.9,4.0
67,Thomas Bryant\bryanth01,C,21,WAS,14,8,12.0,2.0,3.4,.583,0.1,0.9,.077,1.9,2.5,.771,.594,0.9,1.0,.857,1.0,2.4,3.4,0.7,0.3,0.6,0.7,1.0,4.9
68,Reggie Bullock\bullore01,SG,27,DET,18,18,28.3,3.4,8.8,.390,1.8,5.2,.351,1.6,3.6,.446,.494,1.4,1.6,.893,0.4,1.8,2.2,2.4,0.7,0.1,0.9,1.6,10.1
69,Trey Burke\burketr01,PG,26,NYK,21,5,20.7,4.5,10.7,.422,1.0,2.9,.361,3.5,7.8,.445,.471,2.0,2.4,.804,0.6,1.5,2.1,3.0,0.6,0.1,1.1,1.0,12.0
70,Alec Burks\burksal01,SG,27,TOT,20,0,17.4,3.1,7.6,.404,0.9,2.7,.333,2.2,4.9,.443,.464,2.2,2.5,.880,0.2,2.1,2.3,1.3,0.5,0.2,0.9,1.3,9.2
70,Alec Burks\burksal01,SG,27,UTA,17,0,15.8,2.8,6.7,.412,0.9,2.5,.372,1.8,4.2,.437,.482,1.9,2.2,.868,0.1,1.5,1.6,1.2,0.4,0.2,0.9,1.3,8.4
70,Alec Burks\burksal01,SG,27,CLE,3,0,26.3,4.7,12.3,.378,0.7,3.7,.182,4.0,8.7,.462,.405,3.7,4.0,.917,0.7,5.7,6.3,1.7,1.0,0.0,0.7,1.3,13.7
71,Deonte Burton\burtode02,SG,25,OKC,13,0,9.7,1.5,3.3,.465,0.3,0.8,.364,1.2,2.5,.500,.512,0.4,0.5,.833,0.1,1.1,1.2,0.4,0.2,0.4,0.5,1.2,3.8
72,Jimmy Butler\butleji01,SG,29,TOT,20,20,34.5,7.0,14.6,.478,1.5,3.7,.405,5.5,10.9,.502,.529,4.3,5.3,.819,1.7,3.3,5.0,3.6,2.2,0.8,1.7,2.0,19.7
72,Jimmy Butler\butleji01,SG,29,MIN,10,10,36.1,7.4,15.7,.471,1.7,4.5,.378,5.7,11.2,.509,.525,4.8,6.1,.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.3
72,Jimmy Butler\butleji01,SG,29,PHI,10,10,32.8,6.5,13.4,.485,1.3,2.9,.448,5.2,10.5,.495,.534,3.8,4.4,.864,1.8,2.9,4.7,2.9,2.0,0.6,1.9,2.1,18.1
73,Jose Calderon\caldejo01,PG,37,DET,15,0,8.9,0.5,1.9,.241,0.2,1.2,.167,0.3,0.7,.364,.293,0.2,0.2,1.000,0.2,0.5,0.7,1.1,0.3,0.1,0.3,1.1,1.3
74,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,23,3,20.9,2.4,6.4,.374,1.2,3.6,.325,1.2,2.8,.438,.466,1.9,2.1,.917,0.4,1.9,2.3,0.6,0.7,0.2,0.6,1.5,7.9
75,Isaiah Canaan\canaais01,PG,27,PHO,19,15,26.5,2.7,6.8,.395,1.3,3.8,.347,1.4,3.0,.456,.492,0.8,1.1,.750,0.3,2.3,2.6,3.3,0.6,0.0,1.5,2.4,7.5
76,Clint Capela\capelca01,C,24,HOU,23,23,34.4,8.0,12.0,.665,0.0,0.0,,8.0,12.0,.665,.665,2.2,3.7,.595,4.8,7.0,11.8,1.7,0.4,2.2,1.6,2.7,18.1
77,DeMarre Carroll\carrode01,SF,32,BRK,14,0,21.7,2.4,6.7,.351,1.2,3.6,.333,1.1,3.1,.372,.441,2.6,3.1,.841,0.9,4.1,5.0,0.8,0.3,0.1,1.3,1.5,8.6
78,Vince Carter\cartevi01,SF,42,ATL,21,8,17.5,2.3,6.1,.383,1.3,3.7,.346,1.0,2.4,.440,.488,0.7,0.8,.824,0.3,2.0,2.3,0.9,0.6,0.3,0.5,1.6,6.6
79,Wendell Carter\cartewe01,C,19,CHI,25,25,26.0,4.4,9.4,.470,0.2,1.0,.208,4.2,8.4,.500,.481,2.4,3.0,.813,2.0,5.3,7.4,2.2,0.6,1.6,1.6,3.5,11.4
80,Michael Carter-Williams\cartemi01,PG,27,HOU,14,1,9.1,1.3,3.5,.367,0.3,0.9,.308,1.0,2.6,.389,.408,0.8,1.8,.440,0.2,0.7,0.9,1.3,0.6,0.4,0.7,1.8,3.6
81,Omri Casspi\casspom01,SF,30,MEM,16,0,12.1,1.8,3.4,.527,0.4,0.9,.400,1.4,2.5,.575,.582,1.1,1.8,.586,0.4,2.6,3.0,0.9,0.4,0.1,0.4,0.9,5.1
82,Willie Cauley-Stein\caulewi01,C,25,SAC,23,23,28.3,6.3,11.8,.539,0.0,0.0,1.000,6.3,11.7,.537,.541,1.6,3.3,.474,2.3,5.9,8.2,2.3,1.2,0.4,1.4,3.3,14.3
83,Tyson Chandler\chandty01,C,36,TOT,20,0,17.9,1.3,2.3,.578,0.0,0.0,,1.3,2.3,.578,.578,1.1,1.9,.595,2.1,4.7,6.7,0.7,0.4,0.4,1.1,2.8,3.7
83,Tyson Chandler\chandty01,C,36,PHO,7,0,12.7,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,1.4,2.6,.556,1.0,4.6,5.6,0.9,0.3,0.1,1.0,3.0,3.7
83,Tyson Chandler\chandty01,C,36,LAL,13,0,20.6,1.4,2.5,.545,0.0,0.0,,1.4,2.5,.545,.545,0.9,1.5,.632,2.6,4.7,7.3,0.5,0.5,0.5,1.1,2.6,3.7
84,Wilson Chandler\chandwi01,PF,31,PHI,13,9,23.0,2.5,4.9,.500,0.8,2.2,.379,1.6,2.7,.600,.586,0.2,0.5,.333,1.2,3.1,4.2,1.7,0.3,0.2,1.2,2.2,5.9
85,Marquese Chriss\chrisma01,PF,21,HOU,9,0,5.9,0.9,2.3,.381,0.1,1.0,.111,0.8,1.3,.583,.405,0.2,0.3,.667,0.3,0.8,1.1,0.3,0.1,0.2,0.6,1.0,2.1
86,Gary Clark\clarkga01,PF,24,HOU,21,0,17.0,1.1,3.7,.299,0.9,3.3,.271,0.2,0.3,.571,.422,0.3,0.3,1.000,0.6,2.3,2.9,0.5,0.5,0.8,0.0,1.2,3.4
